,Unnamed: 0,name,artist,genre,artist popularity,song popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,country
171,21,PSYCHO,Anne-Marie,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",78,81,0.62,0.681,9,-4.915,1,0.356,0.0138,0.0248,0.741,160.743,Great Britain
172,22,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,['house'],69,85,0.736,0.906,0,-7.589,1,0.048,0.164,0.106,0.698,137.001,Great Britain
173,23,Sure Thing,Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']",80,87,0.684,0.607,11,-8.127,0,0.1,0.0267,0.191,0.498,81.001,Great Britain
174,24,Mr. Brightside,The Killers,"['alternative rock', 'dance rock', 'permanent wave', 'rock']",78,85,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0995,0.236,148.033,Great Britain
175,25,Shirt,SZA,"['pop', 'r&b']",94,85,0.848,0.512,3,-7.72,0,0.102,0.228,0.0879,0.572,120.009,Great Britain
176,26,Escapism. - Sped Up,RAYE,"['dance pop', 'pop', 'uk contemporary r&b', 'uk pop']",79,83,0.435,0.768,6,-5.352,0,0.201,0.0857,0.0918,0.378,107.588,Great Britain
177,27,Calm Down (with Selena Gomez),Rema,['nigerian pop'],81,93,0.801,0.806,11,-5.206,1,0.0381,0.382,0.114,0.802,106.999,Great Britain
178,28,Afraid To Feel,LF SYSTEM,[],67,82,0.578,0.912,1,-3.929,1,0.114,0.0166,0.273,0.68,127.87,Great Britain
179,29,Mockingbird,Eminem,"['detroit hip hop', 'hip hop', 'rap']",92,92,0.637,0.678,0,-3.798,1,0.266,0.209,0.156,0.254,84.039,Great Britain
180,30,I Wanna Be Yours,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",88,93,0.464,0.417,0,-9.345,0,0.0256,0.136,0.0974,0.479,67.528,Great Britain
181,31,505,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",88,81,0.52,0.852,0,-5.866,1,0.0543,0.00237,0.0733,0.234,140.267,Great Britain
182,32,Last Last,Burna Boy,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",81,80,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0802,0.55,87.925,Great Britain
183,33,Romantic Homicide,d4vd,['bedroom pop'],81,93,0.571,0.544,6,-10.613,1,0.0299,0.453,0.322,0.216,132.052,Great Britain
184,34,Hide & Seek,Stormzy,"['grime', 'uk hip hop']",76,68,0.823,0.367,2,-7.834,1,0.0785,0.281,0.135,0.647,105.011,Great Britain
185,35,Heat Waves,Glass Animals,"['gauze pop', 'indietronica', 'shiver pop']",79,87,0.761,0.525,11,-6.9,1,0.0944,0.44,0.0921,0.531,80.87,Great Britain
186,36,Nobody Gets Me,SZA,"['pop', 'r&b']",94,91,0.358,0.284,7,-8.285,1,0.0285,0.805,0.183,0.276,99.796,Great Britain
187,37,Pointless,Lewis Capaldi,"['pop', 'uk pop']",82,82,0.325,0.59,4,-3.943,1,0.0495,0.0686,0.104,0.278,180.449,Great Britain
188,38,Just Wanna Rock,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",87,90,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.0642,0.0385,150.187,Great Britain
189,39,Rocket Science (feat. D-Block Europe),Clavish,"['uk drill', 'uk hip hop']",63,73,0.82,0.473,4,-8.158,0,0.456,0.165,0.0972,0.343,119.957,Great Britain
190,40,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,"['gen z singer-songwriter', 'pop']",80,91,0.551,0.55,10,-5.339,1,0.0286,0.777,0.202,0.342,101.19,Great Britain
191,41,Viva La Vida,Coldplay,"['permanent wave', 'pop']",89,85,0.486,0.617,5,-7.115,0,0.0287,0.0954,0.109,0.417,138.015,Great Britain
192,42,Die For You,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",96,88,0.586,0.525,1,-7.163,0,0.0615,0.111,0.134,0.508,133.629,Great Britain
193,43,The Color Violet,Tory Lanez,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",82,86,0.645,0.534,6,-10.8,0,0.0479,0.157,0.0863,0.463,105.02,Great Britain
194,44,golden hour,JVKE,['modern indie pop'],81,89,0.515,0.593,4,-4.801,1,0.0322,0.653,0.25,0.153,94.467,Great Britain
195,45,Christmas Drillings,Sidemen,[],64,78,0.686,0.661,5,-5.564,1,0.238,0.0764,0.054,0.349,139.858,Great Britain
196,46,Why'd You Only Call Me When You're High?,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",88,87,0.691,0.631,2,-6.478,1,0.0368,0.0483,0.104,0.8,92.004,Great Britain
197,47,Boy's a liar,PinkPantheress,[],76,84,0.656,0.838,5,-8.407,1,0.041,0.25,0.207,0.74,132.981,Great Britain
198,48,Starlight,Dave,['uk hip hop'],76,78,0.954,0.367,4,-9.551,0,0.288,0.341,0.0979,0.372,124.026,Great Britain
199,49,Running Up That Hill (A Deal With God),Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",74,85,0.629,0.547,10,-13.123,0,0.055,0.72,0.0604,0.197,108.375,Great Britain
200,0,Kill Bill,SZA,"['pop', 'r&b']",94,87,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.161,0.418,88.98,United States
201,1,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,['rap'],92,94,0.715,0.62,1,-6.005,0,0.0484,0.417,0.0822,0.172,97.95,United States
202,2,Rich Flex,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,95,0.561,0.52,11,-9.342,0,0.244,0.0503,0.355,0.424,153.15,United States
203,3,Anti-Hero,Taylor Swift,['pop'],99,96,0.637,0.643,4,-6.571,1,0.0519,0.13,0.142,0.533,97.008,United States
204,4,Just Wanna Rock,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",87,90,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.0642,0.0385,150.187,United States
205,5,Bad Habit,Steve Lacy,['afrofuturism'],85,87,0.686,0.494,1,-7.093,1,0.0355,0.613,0.402,0.7,168.946,United States
206,6,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,['rap'],92,88,0.526,0.606,5,-5.3,0,0.259,0.152,0.194,0.492,116.622,United States
207,7,Nobody Gets Me,SZA,"['pop', 'r&b']",94,91,0.358,0.284,7,-8.285,1,0.0285,0.805,0.183,0.276,99.796,United States
208,8,Unholy (feat. Kim Petras),Sam Smith,"['dance pop', 'pop', 'uk pop']",89,98,0.714,0.472,2,-7.375,1,0.0864,0.013,0.266,0.238,131.121,United States
209,9,golden hour,JVKE,['modern indie pop'],81,89,0.515,0.593,4,-4.801,1,0.0322,0.653,0.25,0.153,94.467,United States
210,10,Low,SZA,"['pop', 'r&b']",94,88,0.698,0.546,0,-7.234,0,0.0559,0.425,0.16,0.335,145.044,United States
211,11,Something in the Orange,Zach Bryan,['oklahoma country'],84,88,0.369,0.192,4,-12.151,0,0.04,0.555,0.0954,0.148,175.212,United States
212,12,As It Was,Harry Styles,['pop'],90,92,0.52,0.731,6,-5.338,0,0.0557,0.342,0.311,0.662,173.93,United States
213,13,Romantic Homicide,d4vd,['bedroom pop'],81,93,0.571,0.544,6,-10.613,1,0.0299,0.453,0.322,0.216,132.052,United States
214,14,Shirt,SZA,"['pop', 'r&b']",94,85,0.848,0.512,3,-7.72,0,0.102,0.228,0.0879,0.572,120.009,United States
215,15,Die For You,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",96,88,0.586,0.525,1,-7.163,0,0.0615,0.111,0.134,0.508,133.629,United States
216,16,Blind,SZA,"['pop', 'r&b']",94,88,0.461,0.279,9,-11.776,0,0.0373,0.911,0.205,0.599,114.225,United States
217,17,You Proof,Morgan Wallen,['contemporary country'],86,85,0.731,0.85,9,-4.913,1,0.0336,0.252,0.605,0.644,119.706,United States
218,18,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,"['gen z singer-songwriter', 'pop']",80,91,0.551,0.55,10,-5.339,1,0.0286,0.777,0.202,0.342,101.19,United States
219,19,Gato de Noche,Ñengo Flow,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",82,85,0.892,0.662,8,-3.894,1,0.162,0.169,0.363,0.607,93.976,United States
220,20,Jimmy Cooks (feat. 21 Savage),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,89,0.529,0.673,0,-4.711,1,0.175,0.000307,0.093,0.366,165.921,United States
221,21,Tití Me Preguntó,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,94,0.65,0.715,5,-5.198,0,0.253,0.0993,0.126,0.187,106.672,United States
222,22,Here With Me,d4vd,['bedroom pop'],81,92,0.574,0.469,4,-8.209,1,0.0254,0.534,0.128,0.288,132.023,United States
223,23,Sweater Weather,The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",85,92,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.101,0.398,124.053,United States
224,24,I'm Good (Blue),David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",89,96,0.561,0.965,7,-3.673,0,0.0343,0.00383,0.371,0.304,128.04,United States
225,25,No Role Modelz,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",86,88,0.69,0.521,10,-8.492,0,0.339,0.324,0.0534,0.494,100.028,United States
226,26,Lavender Haze,Taylor Swift,['pop'],99,88,0.733,0.436,10,-10.489,1,0.08,0.258,0.157,0.0976,96.985,United States
227,27,Escapism.,RAYE,"['dance pop', 'pop', 'uk contemporary r&b', 'uk pop']",79,76,0.538,0.742,2,-5.355,1,0.114,0.138,0.0934,0.25,96.107,United States
228,28,Me Porto Bonito,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,95,0.911,0.712,1,-5.105,0,0.0817,0.0901,0.0933,0.425,92.005,United States
229,29,Snooze,SZA,"['pop', 'r&b']",94,85,0.559,0.551,5,-7.231,1,0.132,0.141,0.11,0.392,143.008,United States
230,30,Made You Look,Meghan Trainor,"['dance pop', 'hip pop', 'pop']",86,94,0.838,0.525,10,-3.562,1,0.0665,0.345,0.0771,0.884,144.981,United States
231,31,Sure Thing,Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']",80,87,0.684,0.607,11,-8.127,0,0.1,0.0267,0.191,0.498,81.001,United States
232,32,Love Language,SZA,"['pop', 'r&b']",94,86,0.707,0.261,9,-10.139,0,0.0784,0.853,0.127,0.545,65.038,United States
233,33,Wasted On You,Morgan Wallen,['contemporary country'],86,83,0.505,0.657,11,-5.24,0,0.0318,0.373,0.126,0.252,196.0,United States
234,34,I Ain't Worried,OneRepublic,"['piano rock', 'pop']",85,94,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.0546,0.825,139.994,United States
235,35,Rock and A Hard Place,Bailey Zimmerman,['contemporary country'],74,82,0.582,0.568,1,-7.3,1,0.0275,0.577,0.105,0.394,121.991,United States
236,36,Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,['rap'],92,85,0.684,0.671,7,-4.392,0,0.0464,0.189,0.122,0.156,88.048,United States
237,37,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin,['rap'],92,86,0.671,0.658,2,-5.567,1,0.309,0.189,0.147,0.257,87.933,United States
238,38,Dark Red,Steve Lacy,['afrofuturism'],85,88,0.603,0.784,6,-4.023,1,0.062,0.446,0.119,0.769,172.041,United States
239,39,Seek & Destroy,SZA,"['pop', 'r&b']",94,86,0.651,0.647,1,-5.415,1,0.0654,0.437,0.205,0.345,152.069,United States
240,40,Good Days,SZA,"['pop', 'r&b']",94,81,0.461,0.651,1,-8.81,0,0.0568,0.418,0.782,0.383,121.07,United States
241,41,Ghost in the Machine (feat. Phoebe Bridgers),SZA,"['pop', 'r&b']",94,85,0.624,0.433,6,-9.572,1,0.0467,0.837,0.113,0.589,124.979,United States
242,42,Midnight Rain,Taylor Swift,['pop'],99,88,0.643,0.363,0,-11.738,1,0.0767,0.69,0.115,0.23,139.865,United States
243,43,Used (feat. Don Toliver),SZA,"['pop', 'r&b']",94,69,0.733,0.685,10,-6.228,0,0.0533,0.363,0.333,0.837,150.073,United States
244,44,WAIT FOR U (feat. Drake & Tems),Future,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",90,87,0.463,0.642,1,-4.474,1,0.34,0.314,0.0686,0.339,83.389,United States
245,45,The Color Violet,Tory Lanez,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",82,86,0.645,0.534,6,-10.8,0,0.0479,0.157,0.0863,0.463,105.02,United States
246,46,Shut up My Moms Calling,Hotel Ugly,[],75,87,0.485,0.409,9,-10.711,0,0.101,0.325,0.103,0.376,138.419,United States
247,47,CUFF IT,Beyoncé,"['dance pop', 'pop', 'r&b']",87,92,0.78,0.689,7,-5.668,1,0.141,0.0368,0.0698,0.642,115.042,United States
248,48,I Like You (A Happier Song) (with Doja Cat),Post Malone,"['dfw rap', 'melodic rap', 'rap']",89,88,0.733,0.67,5,-6.009,1,0.0751,0.121,0.121,0.472,100.964,United States
249,49,Heat Waves,Glass Animals,"['gauze pop', 'indietronica', 'shiver pop']",79,87,0.761,0.525,11,-6.9,1,0.0944,0.44,0.0921,0.531,80.87,United States
250,0,Kill Bill,SZA,"['pop', 'r&b']",94,87,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.161,0.418,88.98,Canada
251,1,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,['rap'],92,94,0.715,0.62,1,-6.005,0,0.0484,0.417,0.0822,0.172,97.95,Canada
252,2,Rich Flex,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,95,0.561,0.52,11,-9.342,0,0.244,0.0503,0.355,0.424,153.15,Canada
253,3,Unholy (feat. Kim Petras),Sam Smith,"['dance pop', 'pop', 'uk pop']",89,98,0.714,0.472,2,-7.375,1,0.0864,0.013,0.266,0.238,131.121,Canada
254,4,I'm Good (Blue),David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",89,96,0.561,0.965,7,-3.673,0,0.0343,0.00383,0.371,0.304,128.04,Canada
255,5,Anti-Hero,Taylor Swift,['pop'],99,96,0.637,0.643,4,-6.571,1,0.0519,0.13,0.142,0.533,97.008,Canada
256,6,As It Was,Harry Styles,['pop'],90,92,0.52,0.731,6,-5.338,0,0.0557,0.342,0.311,0.662,173.93,Canada
257,7,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,['rap'],92,88,0.526,0.606,5,-5.3,0,0.259,0.152,0.194,0.492,116.622,Canada
258,8,Made You Look,Meghan Trainor,"['dance pop', 'hip pop', 'pop']",86,94,0.838,0.525,10,-3.562,1,0.0665,0.345,0.0771,0.884,144.981,Canada
259,9,I Ain't Worried,OneRepublic,"['piano rock', 'pop']",85,94,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.0546,0.825,139.994,Canada
260,10,Calm Down (with Selena Gomez),Rema,['nigerian pop'],81,93,0.801,0.806,11,-5.206,1,0.0381,0.382,0.114,0.802,106.999,Canada
261,11,Just Wanna Rock,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",87,90,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.0642,0.0385,150.187,Canada
262,12,Something in the Orange,Zach Bryan,['oklahoma country'],84,88,0.369,0.192,4,-12.151,0,0.04,0.555,0.0954,0.148,175.212,Canada
263,13,golden hour,JVKE,['modern indie pop'],81,89,0.515,0.593,4,-4.801,1,0.0322,0.653,0.25,0.153,94.467,Canada
264,14,LET GO,Central Cee,['melodic drill'],83,89,0.735,0.449,2,-9.933,0,0.383,0.859,0.213,0.514,146.016,Canada
265,15,Nobody Gets Me,SZA,"['pop', 'r&b']",94,91,0.358,0.284,7,-8.285,1,0.0285,0.805,0.183,0.276,99.796,Canada
266,16,Die For You,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",96,88,0.586,0.525,1,-7.163,0,0.0615,0.111,0.134,0.508,133.629,Canada
267,17,Escapism.,RAYE,"['dance pop', 'pop', 'uk contemporary r&b', 'uk pop']",79,76,0.538,0.742,2,-5.355,1,0.114,0.138,0.0934,0.25,96.107,Canada
268,18,Bad Habit,Steve Lacy,['afrofuturism'],85,87,0.686,0.494,1,-7.093,1,0.0355,0.613,0.402,0.7,168.946,Canada
269,19,The Color Violet,Tory Lanez,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",82,86,0.645,0.534,6,-10.8,0,0.0479,0.157,0.0863,0.463,105.02,Canada
270,20,Low,SZA,"['pop', 'r&b']",94,88,0.698,0.546,0,-7.234,0,0.0559,0.425,0.16,0.335,145.044,Canada
271,21,Heat Waves,Glass Animals,"['gauze pop', 'indietronica', 'shiver pop']",79,87,0.761,0.525,11,-6.9,1,0.0944,0.44,0.0921,0.531,80.87,Canada
272,22,Jimmy Cooks (feat. 21 Savage),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,89,0.529,0.673,0,-4.711,1,0.175,0.000307,0.093,0.366,165.921,Canada
273,23,Shirt,SZA,"['pop', 'r&b']",94,85,0.848,0.512,3,-7.72,0,0.102,0.228,0.0879,0.572,120.009,Canada
274,24,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,"['gen z singer-songwriter', 'pop']",80,91,0.551,0.55,10,-5.339,1,0.0286,0.777,0.202,0.342,101.19,Canada
275,25,I Like You (A Happier Song) (with Doja Cat),Post Malone,"['dfw rap', 'melodic rap', 'rap']",89,88,0.733,0.67,5,-6.009,1,0.0751,0.121,0.121,0.472,100.964,Canada
276,26,CUFF IT,Beyoncé,"['dance pop', 'pop', 'r&b']",87,92,0.78,0.689,7,-5.668,1,0.141,0.0368,0.0698,0.642,115.042,Canada
277,27,10:35,Tiësto,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance', 'tropical house']",84,87,0.696,0.793,8,-5.733,1,0.097,0.0683,0.18,0.698,120.003,Canada
278,28,Rock and A Hard Place,Bailey Zimmerman,['contemporary country'],74,82,0.582,0.568,1,-7.3,1,0.0275,0.577,0.105,0.394,121.991,Canada
279,29,Romantic Homicide,d4vd,['bedroom pop'],81,93,0.571,0.544,6,-10.613,1,0.0299,0.453,0.322,0.216,132.052,Canada
280,30,Under The Influence,Chris Brown,"['dance pop', 'r&b']",89,94,0.733,0.69,9,-5.529,0,0.0427,0.0635,0.105,0.31,116.992,Canada
281,31,Sweater Weather,The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",85,92,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.101,0.398,124.053,Canada
282,32,Numb,Marshmello,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",83,84,0.912,0.774,0,-4.673,0,0.0455,0.121,0.101,0.632,119.966,Canada
283,33,Miss You,Oliver Tree,['alternative hip hop'],83,93,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.146,0.199,145.007,Canada
284,34,Bones,Imagine Dragons,"['modern rock', 'rock']",89,85,0.772,0.75,5,-3.67,0,0.0455,0.0201,0.074,0.587,114.061,Canada
285,35,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin,['rap'],92,86,0.671,0.658,2,-5.567,1,0.309,0.189,0.147,0.257,87.933,Canada
286,36,The Kind of Love We Make,Luke Combs,"['contemporary country', 'country']",82,78,0.608,0.745,1,-4.13,1,0.0277,0.0226,0.0942,0.464,102.025,Canada
287,37,You Proof,Morgan Wallen,['contemporary country'],86,85,0.731,0.85,9,-4.913,1,0.0336,0.252,0.605,0.644,119.706,Canada
288,38,Here With Me,d4vd,['bedroom pop'],81,92,0.574,0.469,4,-8.209,1,0.0254,0.534,0.128,0.288,132.023,Canada
289,39,Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,['rap'],92,85,0.684,0.671,7,-4.392,0,0.0464,0.189,0.122,0.156,88.048,Canada
290,40,Blind,SZA,"['pop', 'r&b']",94,88,0.461,0.279,9,-11.776,0,0.0373,0.911,0.205,0.599,114.225,Canada
291,41,Another Love,Tom Odell,"['chill pop', 'pop']",80,66,0.442,0.538,4,-8.55,0,0.0451,0.717,0.09,0.139,122.758,Canada
292,42,About Damn Time,Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",79,79,0.836,0.743,10,-6.305,0,0.0653,0.0974,0.335,0.723,108.965,Canada
293,43,Flowers Need Rain,Preston Pablo,[],58,71,0.655,0.539,1,-7.596,0,0.08,0.029,0.17,0.221,119.914,Canada
294,44,STAY (with Justin Bieber),The Kid LAROI,"['australian hip hop', 'pop']",82,86,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.103,0.478,169.928,Canada
295,45,Sunroof,Nicky Youre,['pop'],73,88,0.768,0.714,10,-5.11,1,0.0401,0.352,0.15,0.842,131.443,Canada
296,46,No Role Modelz,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",86,88,0.69,0.521,10,-8.492,0,0.339,0.324,0.0534,0.494,100.028,Canada
297,47,Wasted On You,Morgan Wallen,['contemporary country'],86,83,0.505,0.657,11,-5.24,0,0.0318,0.373,0.126,0.252,196.0,Canada
298,48,Lavender Haze,Taylor Swift,['pop'],99,88,0.733,0.436,10,-10.489,1,0.08,0.258,0.157,0.0976,96.985,Canada
299,49,Sure Thing,Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']",80,87,0.684,0.607,11,-8.127,0,0.1,0.0267,0.191,0.498,81.001,Canada
300,0,La Jumpa,Arcángel,"['latin hip hop', 'reggaeton', 'urbano latino']",87,85,0.887,0.234,9,-14.52,1,0.178,0.111,0.13,0.197,140.02,Mexico
301,1,La Bachata,Manuel Turizo,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",85,97,0.835,0.679,7,-5.329,0,0.0364,0.583,0.218,0.85,124.98,Mexico
302,2,Me Porto Bonito,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,95,0.911,0.712,1,-5.105,0,0.0817,0.0901,0.0933,0.425,92.005,Mexico
303,3,Qué Agonía,Yuridia,"['latin arena pop', 'latin pop', 'mexican pop']",78,79,0.732,0.573,11,-5.733,1,0.0237,0.56,0.0543,0.882,97.502,Mexico
304,4,Que Vuelvas,Carin Leon,"['corrido', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",83,81,0.491,0.643,10,-4.309,1,0.0442,0.187,0.109,0.779,162.469,Mexico
305,5,Efecto,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,93,0.801,0.475,7,-8.797,0,0.0516,0.141,0.0639,0.234,98.047,Mexico
306,6,No Se Va - En Vivo,Grupo Frontera,['nueva musica mexicana'],78,78,0.594,0.527,0,-9.335,1,0.0335,0.121,0.234,0.692,172.712,Mexico
307,7,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",86,96,0.621,0.782,2,-5.548,1,0.044,0.0125,0.23,0.55,128.033,Mexico
308,8,Bebe Dame,Fuerza Regida,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",81,75,0.537,0.602,7,-4.631,1,0.0458,0.296,0.0715,0.753,157.437,Mexico
309,9,Gato de Noche,Ñengo Flow,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",82,85,0.892,0.662,8,-3.894,1,0.162,0.169,0.363,0.607,93.976,Mexico
310,10,Gatita,Bellakath,"['urbano latino', 'urbano mexicano']",72,79,0.895,0.847,7,-5.25,1,0.0519,0.16,0.338,0.735,101.006,Mexico
311,11,Ojitos Lindos,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,93,0.647,0.686,3,-5.745,0,0.0413,0.08,0.528,0.268,79.928,Mexico
312,12,Neverita,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,91,0.876,0.498,10,-7.511,1,0.0478,0.0706,0.143,0.428,122.016,Mexico
313,13,Tití Me Preguntó,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,94,0.65,0.715,5,-5.198,0,0.253,0.0993,0.126,0.187,106.672,Mexico
314,14,AMG,Natanael Cano,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",80,82,0.772,0.73,11,-6.657,0,0.0972,0.152,0.274,0.786,136.175,Mexico
315,15,El Rescate,Grupo Marca Registrada,"['corrido', 'norteno', 'nueva musica mexicana', 'sad sierreno']",80,86,0.794,0.594,7,-8.698,0,0.139,0.283,0.109,0.637,99.238,Mexico
316,16,Siempre Pendientes,Peso Pluma,"['nueva musica mexicana', 'sad sierreno']",79,86,0.774,0.748,0,-7.086,1,0.0352,0.331,0.126,0.714,135.929,Mexico
317,17,JGL,La Adictiva,"['banda', 'musica mexicana', 'nueva musica mexicana', 'ranchera']",75,85,0.702,0.586,8,-5.317,1,0.118,0.55,0.27,0.965,112.852,Mexico
318,18,Hey Mor,Ozuna,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",90,91,0.901,0.589,1,-6.713,0,0.289,0.00302,0.0992,0.399,98.002,Mexico
319,19,El Gavilán,Luis R Conriquez,"['corrido', 'nueva musica mexicana', 'sad sierreno']",84,83,0.724,0.684,11,-4.413,1,0.0705,0.144,0.302,0.729,144.117,Mexico
320,20,Billete Grande (En Vivo),Fuerza Regida,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",81,85,0.751,0.601,5,-5.912,0,0.0828,0.533,0.377,0.56,100.994,Mexico
321,21,LOKERA,Rauw Alejandro,"['puerto rican pop', 'trap latino', 'urbano latino']",91,85,0.836,0.826,11,-2.66,0,0.0461,0.213,0.0814,0.579,102.025,Mexico
322,22,Ch y la Pizza,Fuerza Regida,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",81,81,0.661,0.6,8,-4.495,1,0.125,0.401,0.141,0.848,148.666,Mexico
323,23,Los Collares,Oscar Maydon,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']",69,81,0.645,0.712,1,-5.787,1,0.188,0.208,0.3,0.805,136.724,Mexico
324,24,Calidad,Grupo Firme,"['musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']",82,84,0.731,0.491,0,-3.116,1,0.029,0.609,0.262,0.781,132.891,Mexico
325,25,Moscow Mule,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,91,0.804,0.674,5,-5.453,0,0.0333,0.294,0.115,0.292,99.968,Mexico
326,26,Feliz Cumpleaños Ferxxo,Feid,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'urbano latino']",91,87,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.305,0.563,94.999,Mexico
327,27,El Hijo Mayor,Junior H,"['corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",85,82,0.571,0.567,8,-6.873,1,0.0994,0.431,0.129,0.967,165.332,Mexico
